Airline,Source,Source Name,Destination,Destination Name,Departure Date & Time,Arrival Date & Time,Duration (hrs),Stopovers,Aircraft Type,Class,Booking Source,Base Fare (BDT),Tax & Surcharge (BDT),Total Fare (BDT),Seasonality,Days Before Departure
Lufthansa,CXB,Cox's Bazar Airport,DOH,"Hamad International Airport, Doha",2025-05-13 05:55:00,2025-05-13 10:22:38,4.4607707401227055,1 Stop,Boeing 787,Business,Online Website,94090.80685836061,18113.62102875409,112204.4278871147,Regular,38
Gulf Air,RJH,"Shah Makhdum Airport, Rajshahi",JFK,"John F. Kennedy International Airport, New York",2025-12-02 23:03:00,2025-12-03 13:17:50,14.247320966624754,1 Stop,Airbus A350,First Class,Travel Agency,161920.72133534474,30288.10820030171,192208.82953564645,Winter Holidays,41
US-Bangla Airlines,DAC,"Hazrat Shahjalal International Airport, Dhaka",JED,"King Abdulaziz International Airport, Jeddah",2025-04-21 12:34:00,2025-04-21 18:42:39,6.1443979517343745,1 Stop,Airbus A350,Economy,Direct Booking,39629.26767623739,9944.390151435608,49573.657827673,Regular,79
Air Astra,DAC,"Hazrat Shahjalal International Airport, Dhaka",JED,"King Abdulaziz International Airport, Jeddah",2026-03-02 15:43:00,2026-03-02 21:12:04,5.484577065039084,1 Stop,Airbus A350,Business,Direct Booking,21458.5444180981,7218.781662714715,28677.326080812814,Regular,71
SriLankan Airlines,CGP,"Shah Amanat International Airport, Chittagong",DAC,"Hazrat Shahjalal International Airport, Dhaka",2025-09-10 18:17:00,2025-09-10 19:00:24,0.7234484024387187,Direct,Airbus A320,Economy,Travel Agency,4872.391638678084,200.0,5072.391638678084,Regular,29
Gulf Air,JSR,Jessore Airport,SIN,Singapore Changi Airport,2025-10-12 08:51:00,2025-10-12 11:49:46,2.9796311104259625,Direct,Boeing 737,Economy,Direct Booking,53378.0711156067,14006.710667341005,67384.7817829477,Regular,88
Kuwait Airways,BZL,Barisal Airport,DOH,"Hamad International Airport, Doha",2025-02-19 18:19:00,2025-02-19 22:23:03,4.067650186694993,1 Stop,Boeing 787,Business,Travel Agency,19137.866039087654,6870.679905863148,31210.255133940962,Regular,3
British Airways,SPD,Saidpur Airport,CCU,"Netaji Subhas Chandra Bose International Airport, Kolkata",2025-07-27 19:10:00,2025-07-27 20:24:45,1.246089853959361,Direct,Airbus A320,Economy,Online Website,47649.84711136666,9147.477066705,56797.32417807166,Regular,10
Biman Bangladesh Airlines,DAC,"Hazrat Shahjalal International Airport, Dhaka",SPD,Saidpur Airport,2026-01-20 11:03:00,2026-01-20 11:55:47,0.879743457335669,Direct,Airbus A320,First Class,Travel Agency,11823.153097129822,200.0,12023.153097129822,Winter Holidays,62
Vistara,RJH,"Shah Makhdum Airport, Rajshahi",DXB,Dubai International Airport,2026-01-25 17:06:00,2026-01-25 20:57:22,3.856208480622413,1 Stop,Boeing 787,First Class,Online Website,311754.3346223585,50763.15019335377,362517.48481571226,Winter Holidays,42
Thai Airways,BZL,Barisal Airport,CXB,Cox's Bazar Airport,2025-07-21 18:12:00,2025-07-21 18:55:59,0.7332724459941188,Direct,Airbus A320,First Class,Direct Booking,9232.590505727861,200.0,9432.590505727861,Regular,62
NovoAir,DAC,"Hazrat Shahjalal International Airport, Dhaka",SIN,Singapore Changi Airport,2026-02-23 15:53:00,2026-02-23 19:15:10,3.369673501284404,1 Stop,Boeing 737,First Class,Online Website,128574.43129093792,25286.164693640687,153860.5959845786,Winter Holidays,57
Vistara,ZYL,"Osmani International Airport, Sylhet",DAC,"Hazrat Shahjalal International Airport, Dhaka",2025-10-01 11:58:00,2025-10-01 12:38:02,0.6673261019695831,Direct,Airbus A320,Business,Travel Agency,5959.37458027792,200.0,7391.249496333504,Regular,3
NovoAir,CGP,"Shah Amanat International Airport, Chittagong",DEL,"Indira Gandhi International Airport, Delhi",2025-10-31 11:53:00,2025-10-31 14:24:23,2.523069694327637,1 Stop,Boeing 787,Economy,Online Website,40704.58196344087,8105.68729451613,48810.269257957,Regular,61
Gulf Air,RJH,"Shah Makhdum Airport, Rajshahi",CCU,"Netaji Subhas Chandra Bose International Airport, Kolkata",2025-08-23 11:17:00,2025-08-23 11:54:19,0.621974550049896,Direct,Airbus A320,First Class,Direct Booking,268111.705097962,42216.755764694295,310328.4608626563,Regular,15
Saudia,CGP,"Shah Amanat International Airport, Chittagong",SPD,Saidpur Airport,2025-11-13 05:41:00,2025-11-13 07:19:42,1.6451066737122586,Direct,Airbus A320,Business,Direct Booking,9097.7207657213,200.0,9297.7207657213,Regular,24
British Airways,SPD,Saidpur Airport,IST,Istanbul Airport,2026-02-05 08:09:00,2026-02-05 14:03:04,5.90119911606954,1 Stop,Boeing 777,Business,Direct Booking,18369.424551558302,6755.413682733745,25124.83823429205,Winter Holidays,44
Emirates,DAC,"Hazrat Shahjalal International Airport, Dhaka",JED,"King Abdulaziz International Airport, Jeddah",2025-05-20 05:11:00,2025-05-20 10:25:03,5.23439284812755,1 Stop,Boeing 777,Economy,Direct Booking,69418.84810400382,14412.827215600571,83831.67531960439,Regular,22
Saudia,CXB,Cox's Bazar Airport,BZL,Barisal Airport,2025-05-24 00:50:00,2025-05-24 01:31:23,0.6897950188969232,Direct,Airbus A320,Economy,Direct Booking,3580.1969467735817,200.0,3780.1969467735817,Regular,6
SriLankan Airlines,DAC,"Hazrat Shahjalal International Airport, Dhaka",CCU,"Netaji Subhas Chandra Bose International Airport, Kolkata",2025-06-24 08:54:00,2025-06-24 09:39:33,0.7591968197040931,Direct,Airbus A320,First Class,Travel Agency,287894.0189769079,45184.10284653618,333078.1218234441,Regular,13
British Airways,BZL,Barisal Airport,ZYL,"Osmani International Airport, Sylhet",2025-09-10 20:48:00,2025-09-10 21:51:23,1.0564823776702075,Direct,Airbus A320,First Class,Direct Booking,9399.762460184058,200.0,9599.762460184058,Regular,75
IndiGo,CGP,"Shah Amanat International Airport, Chittagong",JSR,Jessore Airport,2025-02-09 14:26:00,2025-02-09 15:21:30,0.9251095673440358,Direct,Airbus A320,Business,Travel Agency,7314.818785531657,200.0,7514.818785531657,Regular,17
Air Arabia,JSR,Jessore Airport,DOH,"Hamad International Airport, Doha",2025-11-17 20:30:00,2025-11-18 00:46:24,4.273517741791166,Direct,Boeing 737,Economy,Travel Agency,61342.322526333126,13201.348378949968,89452.40508633971,Regular,4
Qatar Airways,BZL,Barisal Airport,DXB,Dubai International Airport,2026-03-21 07:21:00,2026-03-21 10:56:31,3.5921218856715242,Direct,Boeing 787,Economy,Travel Agency,29679.185683685508,8451.877852552825,38131.06353623833,Regular,81
Thai Airways,CXB,Cox's Bazar Airport,SIN,Singapore Changi Airport,2025-10-13 07:43:00,2025-10-13 10:25:18,2.705174348149813,1 Stop,Boeing 737,First Class,Travel Agency,41527.03358128852,12229.055037193277,53756.088618481794,Regular,85
Cathay Pacific,RJH,"Shah Makhdum Airport, Rajshahi",JSR,Jessore Airport,2025-12-23 09:20:00,2025-12-23 09:50:00,0.5,Direct,Airbus A320,Economy,Travel Agency,3557.6382377478403,200.0,3757.6382377478403,Winter Holidays,67
Singapore Airlines,ZYL,"Osmani International Airport, Sylhet",YYZ,Toronto Pearson International Airport,2025-06-10 02:51:00,2025-06-10 16:11:39,13.34436216963516,1 Stop,Boeing 777,Economy,Direct Booking,59910.25685797091,14986.538528695637,74896.79538666655,Regular,34
Kuwait Airways,RJH,"Shah Makhdum Airport, Rajshahi",CXB,Cox's Bazar Airport,2026-02-07 12:45:00,2026-02-07 14:21:46,1.612959722593118,Direct,Airbus A320,First Class,Travel Agency,10818.940388962532,200.0,11018.940388962532,Winter Holidays,69
AirAsia,SPD,Saidpur Airport,CXB,Cox's Bazar Airport,2026-01-25 19:23:00,2026-01-25 20:16:33,0.8927436956727359,Direct,Airbus A320,Business,Travel Agency,8115.630946988671,200.0,8315.630946988671,Winter Holidays,52
Malaysian Airlines,DAC,"Hazrat Shahjalal International Airport, Dhaka",IST,Istanbul Airport,2025-09-28 10:27:00,2025-09-28 16:50:34,6.39291839012603,1 Stop,Airbus A350,First Class,Direct Booking,45825.52678511964,10873.829017767945,56699.355802887585,Regular,61
Saudia,ZYL,"Osmani International Airport, Sylhet",BZL,Barisal Airport,2025-03-01 12:08:00,2025-03-01 12:59:55,0.8652797069989254,Direct,Airbus A320,First Class,Online Website,14722.076797500958,200.0,14922.076797500958,Regular,24
NovoAir,ZYL,"Osmani International Airport, Sylhet",DAC,"Hazrat Shahjalal International Airport, Dhaka",2025-04-09 06:24:00,2025-04-09 07:02:25,0.6403524078523242,Direct,Airbus A320,Economy,Online Website,3615.0380169373784,200.0,3815.0380169373784,Regular,29
Turkish Airlines,ZYL,"Osmani International Airport, Sylhet",LHR,London Heathrow Airport,2025-12-29 00:38:00,2025-12-29 10:04:01,9.43365041311039,1 Stop,Boeing 777,First Class,Travel Agency,89569.75203075471,19435.462804613206,109005.21483536792,Winter Holidays,33
Air India,DAC,"Hazrat Shahjalal International Airport, Dhaka",SIN,Singapore Changi Airport,2025-09-12 09:19:00,2025-09-12 12:22:25,3.0570198874318546,Direct,Boeing 737,Business,Online Website,118637.60803861721,23795.64120579258,142433.2492444098,Regular,9
Air Arabia,BZL,Barisal Airport,JFK,"John F. Kennedy International Airport, New York",2025-09-09 11:55:00,2025-09-10 01:49:15,13.904415310757722,1 Stop,Boeing 777,Business,Travel Agency,112382.38537917771,22857.357806876655,135239.74318605437,Regular,72
SriLankan Airlines,SPD,Saidpur Airport,KUL,Kuala Lumpur International Airport,2025-04-12 21:25:00,2025-04-13 00:55:03,3.5010454302404153,Direct,Boeing 737,Business,Travel Agency,96225.64836504665,20433.847254756998,116659.49561980365,Regular,87
SriLankan Airlines,CXB,Cox's Bazar Airport,JSR,Jessore Airport,2025-10-23 08:44:00,2025-10-23 09:50:08,1.1024127630431573,Direct,Airbus A320,Economy,Online Website,2755.6489272615213,200.0,2955.6489272615213,Regular,41
Lufthansa,JSR,Jessore Airport,JFK,"John F. Kennedy International Airport, New York",2025-05-31 13:56:00,2025-06-01 05:17:06,15.35194313668079,2 Stops,Boeing 777,Business,Direct Booking,119295.83166369413,23894.374749554117,143190.20641324826,Regular,51
Malaysian Airlines,DAC,"Hazrat Shahjalal International Airport, Dhaka",JSR,Jessore Airport,2025-05-07 21:59:00,2025-05-07 22:30:26,0.5238993429150108,Direct,Airbus A320,Business,Direct Booking,6489.826439673019,200.0,6689.826439673019,Regular,70
IndiGo,SPD,Saidpur Airport,CCU,"Netaji Subhas Chandra Bose International Airport, Kolkata",2025-10-08 15:44:00,2025-10-08 16:48:12,1.0700816766090548,Direct,Airbus A320,Economy,Online Website,41224.37697136676,8183.656545705014,49408.03351707177,Regular,89
US-Bangla Airlines,SPD,Saidpur Airport,CCU,"Netaji Subhas Chandra Bose International Airport, Kolkata",2025-04-03 11:32:00,2025-04-03 12:40:52,1.1478993343225368,Direct,Airbus A320,Economy,Direct Booking,33322.77608545273,6998.416412817909,40321.19249827064,Regular,70
Turkish Airlines,JSR,Jessore Airport,JED,"King Abdulaziz International Airport, Jeddah",2025-09-27 09:25:00,2025-09-27 15:19:55,5.915341539247008,1 Stop,Airbus A350,First Class,Online Website,66559.3392331675,13983.900884975124,80543.24011814262,Regular,40
Gulf Air,DAC,"Hazrat Shahjalal International Airport, Dhaka",SPD,Saidpur Airport,2025-02-16 09:48:00,2025-02-16 10:37:11,0.8197928956524297,Direct,Airbus A320,First Class,Travel Agency,11075.364892853228,200.0,11275.364892853228,Regular,36
US-Bangla Airlines,JSR,Jessore Airport,CXB,Cox's Bazar Airport,2025-07-28 00:50:00,2025-07-28 02:06:15,1.2710527559011118,Direct,Airbus A320,Economy,Direct Booking,3549.1238827029606,200.0,3749.1238827029606,Regular,45
Air Astra,CGP,"Shah Amanat International Airport, Chittagong",DAC,"Hazrat Shahjalal International Airport, Dhaka",2025-10-31 06:36:00,2025-10-31 07:21:08,0.7522992832943288,Direct,Airbus A320,Business,Travel Agency,4910.192134700025,200.0,5110.192134700025,Regular,78
NovoAir,BZL,Barisal Airport,DOH,"Hamad International Airport, Doha",2026-01-14 00:04:00,2026-01-14 04:18:30,4.241845251426073,1 Stop,Boeing 737,Economy,Travel Agency,28857.80611232991,8328.670916849485,37186.4770291794,Winter Holidays,81
NovoAir,RJH,"Shah Makhdum Airport, Rajshahi",KUL,Kuala Lumpur International Airport,2025-09-07 08:46:00,2025-09-07 12:00:44,3.245671392349161,Direct,Boeing 787,First Class,Online Website,247697.80322054483,43154.670483081725,290852.47370362654,Regular,19
US-Bangla Airlines,SPD,Saidpur Airport,JFK,"John F. Kennedy International Airport, New York",2025-12-30 10:15:00,2025-12-30 22:45:55,12.515547598884968,2 Stops,Airbus A350,Economy,Travel Agency,22544.32425235977,9381.648637853965,31925.972890213736,Winter Holidays,76
Air Astra,DAC,"Hazrat Shahjalal International Airport, Dhaka",JSR,Jessore Airport,2025-01-29 06:39:00,2025-01-29 07:09:00,0.5,Direct,Airbus A320,Business,Travel Agency,5222.931775600705,200.0,6507.518130720846,Regular,4
US-Bangla Airlines,SPD,Saidpur Airport,CCU,"Netaji Subhas Chandra Bose International Airport, Kolkata",2025-09-28 09:42:00,2025-09-28 10:55:08,1.219024236689105,Direct,Airbus A320,Economy,Direct Booking,36231.591380207785,7434.738707031168,43666.33008723895,Regular,11
Vistara,RJH,"Shah Makhdum Airport, Rajshahi",SIN,Singapore Changi Airport,2026-01-01 22:58:00,2026-01-02 02:23:43,3.4286131521778698,Direct,Boeing 737,Economy,Direct Booking,21369.73547837049,9205.460321755574,30575.195800126065,Winter Holidays,53
Etihad Airways,DAC,"Hazrat Shahjalal International Airport, Dhaka",IST,Istanbul Airport,2025-03-14 03:54:00,2025-03-14 10:32:45,6.6458334245179325,1 Stop,Boeing 777,Business,Travel Agency,15923.880241542833,6388.582036231424,26774.954733329105,Regular,2
Vistara,SPD,Saidpur Airport,CXB,Cox's Bazar Airport,2025-03-05 06:31:00,2025-03-05 07:31:27,1.0076293235632154,Direct,Airbus A320,Business,Travel Agency,5864.531904528362,200.0,6064.531904528362,Regular,35
Etihad Airways,DAC,"Hazrat Shahjalal International Airport, Dhaka",JED,"King Abdulaziz International Airport, Jeddah",2025-07-01 06:59:00,2025-07-01 12:27:54,5.481795137461809,1 Stop,Boeing 777,Business,Online Website,34241.01167433063,9136.151751149595,43377.16342548022,Regular,40
Cathay Pacific,ZYL,"Osmani International Airport, Sylhet",JFK,"John F. Kennedy International Airport, New York",2025-02-20 04:24:00,2025-02-20 17:38:48,13.24694355548073,1 Stop,Airbus A350,First Class,Direct Booking,219837.260407287,38975.589061093044,258812.84946838004,Regular,50
FlyDubai,CXB,Cox's Bazar Airport,BKK,"Suvarnabhumi Airport, Bangkok",2025-09-29 12:01:00,2025-09-29 13:56:05,1.9182633008036427,Direct,Boeing 737,Economy,Direct Booking,58092.28236474465,14713.842354711696,72806.12471945635,Regular,43
Emirates,RJH,"Shah Makhdum Airport, Rajshahi",YYZ,Toronto Pearson International Airport,2025-07-08 17:04:00,2025-07-09 06:34:19,13.505534052502707,1 Stop,Airbus A350,Economy,Direct Booking,5921.510240254841,6888.226536038226,12809.736776293066,Regular,82
Kuwait Airways,SPD,Saidpur Airport,CCU,"Netaji Subhas Chandra Bose International Airport, Kolkata",2025-03-06 03:58:00,2025-03-06 05:09:05,1.1849672225342913,Direct,Airbus A320,Economy,Direct Booking,22479.900369024577,5371.985055353687,27851.885424378263,Regular,63
IndiGo,ZYL,"Osmani International Airport, Sylhet",DXB,Dubai International Airport,2025-11-07 17:21:00,2025-11-07 21:03:45,3.7125505388401474,Direct,Boeing 787,First Class,Online Website,203341.6194511783,34501.24291767675,237842.86236885504,Regular,47
IndiGo,CXB,Cox's Bazar Airport,SPD,Saidpur Airport,2026-01-07 06:26:00,2026-01-07 07:20:04,0.9013806049879614,Direct,Airbus A320,First Class,Direct Booking,13501.126862735822,200.0,13701.126862735822,Winter Holidays,82
US-Bangla Airlines,BZL,Barisal Airport,DEL,"Indira Gandhi International Airport, Delhi",2026-02-17 22:14:00,2026-02-18 00:35:30,2.358397906746399,Direct,Boeing 787,Economy,Travel Agency,58382.96934098988,10757.445401148481,69140.41474213837,Winter Holidays,65
Malaysian Airlines,CGP,"Shah Amanat International Airport, Chittagong",DXB,Dubai International Airport,2025-07-12 00:12:00,2025-07-12 04:33:19,4.355530442812393,Direct,Boeing 787,First Class,Direct Booking,64579.086279612806,13686.862941941921,78265.94922155472,Regular,66
Saudia,ZYL,"Osmani International Airport, Sylhet",JSR,Jessore Airport,2025-09-13 14:40:00,2025-09-13 15:50:20,1.172223843738958,Direct,Airbus A320,Economy,Travel Agency,3338.0066012320344,200.0,3538.0066012320344,Regular,27
Air India,DAC,"Hazrat Shahjalal International Airport, Dhaka",ZYL,"Osmani International Airport, Sylhet",2025-04-24 20:47:00,2025-04-24 21:23:32,0.6091425527229121,Direct,Airbus A320,Business,Travel Agency,8409.534337010848,200.0,8609.534337010848,Regular,24
Cathay Pacific,ZYL,"Osmani International Airport, Sylhet",KUL,Kuala Lumpur International Airport,2025-12-05 09:41:00,2025-12-05 12:53:01,3.200472222673982,Direct,Boeing 737,Economy,Travel Agency,34982.588581448406,11247.388287217262,46229.97686866567,Winter Holidays,25
US-Bangla Airlines,JSR,Jessore Airport,SPD,Saidpur Airport,2025-03-17 22:47:00,2025-03-17 23:39:40,0.8779281762798264,Direct,Airbus A320,First Class,Direct Booking,10437.147735780287,200.0,10637.147735780287,Regular,32
British Airways,ZYL,"Osmani International Airport, Sylhet",JFK,"John F. Kennedy International Airport, New York",2025-09-22 12:25:00,2025-09-23 02:22:49,13.963734817373235,2 Stops,Boeing 777,Business,Travel Agency,107472.76329858981,22120.91449478847,129593.67779337827,Regular,89
Cathay Pacific,JSR,Jessore Airport,IST,Istanbul Airport,2025-09-13 01:13:00,2025-09-13 07:38:21,6.422724339657304,1 Stop,Boeing 777,Business,Direct Booking,37838.45977897035,9675.768966845553,47514.2287458159,Regular,85
US-Bangla Airlines,JSR,Jessore Airport,ZYL,"Osmani International Airport, Sylhet",2025-10-22 00:27:00,2025-10-22 01:33:09,1.1026921435679897,Direct,Airbus A320,First Class,Direct Booking,14785.148211239351,200.0,14985.148211239351,Regular,13
FlyDubai,JSR,Jessore Airport,CGP,"Shah Amanat International Airport, Chittagong",2025-07-10 06:56:00,2025-07-10 07:58:15,1.0376977672536987,Direct,Airbus A320,Economy,Online Website,2385.205370494632,200.0,2585.205370494632,Regular,89
Etihad Airways,RJH,"Shah Makhdum Airport, Rajshahi",SPD,Saidpur Airport,2026-03-04 04:24:00,2026-03-04 04:54:00,0.5,Direct,Airbus A320,Economy,Online Website,3163.7404895329937,200.0,3363.7404895329937,Regular,65
AirAsia,ZYL,"Osmani International Airport, Sylhet",YYZ,Toronto Pearson International Airport,2025-04-13 19:02:00,2025-04-14 08:19:55,13.29871590706265,1 Stop,Airbus A350,Business,Online Website,111820.72830150704,22773.109245226056,134593.8375467331,Regular,46
IndiGo,SPD,Saidpur Airport,CGP,"Shah Amanat International Airport, Chittagong",2025-04-03 04:29:00,2025-04-03 06:10:26,1.6908163708741737,Direct,Airbus A320,Economy,Online Website,3222.1774467483365,200.0,4106.612936098004,Regular,1
Emirates,JSR,Jessore Airport,YYZ,Toronto Pearson International Airport,2025-08-15 16:36:00,2025-08-16 05:52:08,13.268897300033066,1 Stop,Boeing 777,First Class,Direct Booking,95428.99339538216,20314.349009307323,115743.34240468948,Regular,68
British Airways,CXB,Cox's Bazar Airport,BZL,Barisal Airport,2025-12-18 14:07:00,2025-12-18 14:54:13,0.7871892981102084,Direct,Airbus A320,Economy,Travel Agency,3829.3307914858897,200.0,4029.3307914858897,Winter Holidays,9
Malaysian Airlines,CGP,"Shah Amanat International Airport, Chittagong",BZL,Barisal Airport,2025-04-16 15:09:00,2025-04-16 15:41:44,0.5455727849811113,Direct,Airbus A320,First Class,Online Website,11909.882720131951,200.0,12109.882720131951,Regular,50
